timestamp,left_ear,right_ear,avg_ear,gaze_ratio_left,gaze_ratio_right,blink
0.49968600273132324,0.32909521014600635,0.3611965296193591,0.3451458698826827,0.443437066352519,0.6277523586991431,0
0.5960078239440918,0.3274267923813679,0.34139974624128494,0.3344132693113264,0.410035175879397,0.6405658670149571,0
0.6160213947296143,0.3274267923813679,0.34139974624128494,0.3344132693113264,0.410035175879397,0.6405658670149571,0
0.6334934234619141,0.3274267923813679,0.34139974624128494,0.3344132693113264,0.410035175879397,0.6405658670149571,0
0.6554911136627197,0.3274267923813679,0.34139974624128494,0.3344132693113264,0.410035175879397,0.6405658670149571,0
0.7250833511352539,0.3368476756842259,0.3641481763283,0.35049792600626295,0.40891582388264525,0.6151367736330554,0
0.7470166683197021,0.3368476756842259,0.3641481763283,0.35049792600626295,0.40891582388264525,0.6151367736330554,0
0.7690064907073975,0.3368476756842259,0.3641481763283,0.35049792600626295,0.40891582388264525,0.6151367736330554,0
0.7902748584747314,0.3368476756842259,0.3641481763283,0.35049792600626295,0.40891582388264525,0.6151367736330554,0
0.8529341220855713,0.3306046520830953,0.3474929890637632,0.3390488205734292,0.4374747384117137,0.6192831051758121,0
0.8731715679168701,0.3306046520830953,0.3474929890637632,0.3390488205734292,0.4374747384117137,0.6192831051758121,0
0.8925046920776367,0.3306046520830953,0.3474929890637632,0.3390488205734292,0.4374747384117137,0.6192831051758121,0
0.9121108055114746,0.3306046520830953,0.3474929890637632,0.3390488205734292,0.4374747384117137,0.6192831051758121,0
0.992741584777832,0.3240088277422044,0.3588959635961247,0.3414523956691645,0.44421115653339743,0.5950135702193962,0
1.0156478881835938,0.3240088277422044,0.3588959635961247,0.3414523956691645,0.44421115653339743,0.5950135702193962,0
1.0342075824737549,0.3240088277422044,0.3588959635961247,0.3414523956691645,0.44421115653339743,0.5950135702193962,0
1.0554280281066895,0.3240088277422044,0.3588959635961247,0.3414523956691645,0.44421115653339743,0.5950135702193962,0
1.1203761100769043,0.30436531865303645,0.3535406900707888,0.32895300436191266,0.4659621063836375,0.5998597019356242,0
1.1393458843231201,0.30436531865303645,0.3535406900707888,0.32895300436191266,0.4659621063836375,0.5998597019356242,0
1.1580705642700195,0.30436531865303645,0.3535406900707888,0.32895300436191266,0.4659621063836375,0.5998597019356242,0
1.1770720481872559,0.30436531865303645,0.3535406900707888,0.32895300436191266,0.4659621063836375,0.5998597019356242,0
1.2518653869628906,0.2747404033640513,0.34654870805622734,0.3106445557101393,0.4585535207050312,0.5929265368300349,0
1.2699053287506104,0.2747404033640513,0.34654870805622734,0.3106445557101393,0.4585535207050312,0.5929265368300349,0
1.290090799331665,0.2747404033640513,0.34654870805622734,0.3106445557101393,0.4585535207050312,0.5929265368300349,0
1.307713508605957,0.2747404033640513,0.34654870805622734,0.3106445557101393,0.4585535207050312,0.5929265368300349,0
1.3961331844329834,0.24693206989171526,0.2854034810204164,0.26616777545606585,0.5547730230421802,0.5127601111647836,0
1.4166252613067627,0.24693206989171526,0.2854034810204164,0.26616777545606585,0.5547730230421802,0.5127601111647836,0
1.4351990222930908,0.24693206989171526,0.2854034810204164,0.26616777545606585,0.5547730230421802,0.5127601111647836,0
1.4541962146759033,0.24693206989171526,0.2854034810204164,0.26616777545606585,0.5547730230421802,0.5127601111647836,0
1.518681526184082,0.2494948171820191,0.2662328042205791,0.2578638107012991,0.566188521082283,0.49453887671883023,0
1.5377590656280518,0.2494948171820191,0.2662328042205791,0.2578638107012991,0.566188521082283,0.49453887671883023,0
1.5574147701263428,0.2494948171820191,0.2662328042205791,0.2578638107012991,0.566188521082283,0.49453887671883023,0
