timestamp,left_ear,right_ear,avg_ear,gaze_ratio_left,gaze_ratio_right,blink,vertical_gaze_ratio_left,vertical_gaze_ratio_right,attention_score
0.3297762870788574,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.4211299419403076,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.4326503276824951,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.44397807121276855,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.45499300956726074,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.48908114433288574,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.5031464099884033,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.5952954292297363,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.6154458522796631,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.6332244873046875,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.6432020664215088,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.7131252288818359,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.7297985553741455,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.7613427639007568,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.7713415622711182,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.8361105918884277,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.8540701866149902,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.8881649971008301,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.8982601165771484,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.9683504104614258,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
0.978431224822998,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.0313332080841064,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.0414361953735352,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.1013703346252441,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.1126155853271484,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.164738655090332,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.17574143409729,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.2256817817687988,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.237290859222412,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.3103232383728027,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.3224377632141113,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
1.3702051639556885,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0
