timestamp,left_ear,right_ear,avg_ear,gaze_ratio_left,gaze_ratio_right,blink,vertical_gaze_ratio_left,vertical_gaze_ratio_right,attention_score
0.4617955684661865,0.29569633276931173,0.2928493454766407,0.2942728391229762,0.5033433357553208,0.4457431669009772,0,0.4504577902819674,0.4172101830422891,0.0
0.5775728225708008,0.2881924684910673,0.2864592462672537,0.2873258573791605,0.4963472160692627,0.44255086870888855,0,0.43514146631481926,0.40990259093769166,0.0
0.5971848964691162,0.2881924684910673,0.2864592462672537,0.2873258573791605,0.4963472160692627,0.44255086870888855,0,0.43514146631481926,0.40990259093769166,0.0
0.6187386512756348,0.2881924684910673,0.2864592462672537,0.2873258573791605,0.4963472160692627,0.44255086870888855,0,0.43514146631481926,0.40990259093769166,0.0
0.6397385597229004,0.2881924684910673,0.2864592462672537,0.2873258573791605,0.4963472160692627,0.44255086870888855,0,0.43514146631481926,0.40990259093769166,0.0
0.7120845317840576,0.30477111550172875,0.29845268372671796,0.30161189961422336,0.49894127988983294,0.44935675271977615,0,0.4594555936827973,0.43260641394949745,0.0
0.7291350364685059,0.30477111550172875,0.29845268372671796,0.30161189961422336,0.49894127988983294,0.44935675271977615,0,0.4594555936827973,0.43260641394949745,0.0
0.748232364654541,0.30477111550172875,0.29845268372671796,0.30161189961422336,0.49894127988983294,0.44935675271977615,0,0.4594555936827973,0.43260641394949745,0.0
0.7661545276641846,0.30477111550172875,0.29845268372671796,0.30161189961422336,0.49894127988983294,0.44935675271977615,0,0.4594555936827973,0.43260641394949745,0.0
0.8351693153381348,0.2670433376599406,0.2719482143783354,0.269495776019138,0.49452515168683836,0.40094164727126547,0,0.41366703533208227,0.3905249163654266,0.0
0.8536303043365479,0.2670433376599406,0.2719482143783354,0.269495776019138,0.49452515168683836,0.40094164727126547,0,0.41366703533208227,0.3905249163654266,0.0
0.8716192245483398,0.2670433376599406,0.2719482143783354,0.269495776019138,0.49452515168683836,0.40094164727126547,0,0.41366703533208227,0.3905249163654266,0.0
0.8896758556365967,0.2670433376599406,0.2719482143783354,0.269495776019138,0.49452515168683836,0.40094164727126547,0,0.41366703533208227,0.3905249163654266,0.0
0.9796698093414307,0.3113544811706486,0.31341583164329256,0.3123851564069706,0.5063708024219294,0.38569511025886866,0,0.4137299255432411,0.38678401562880854,0.0
0.9987084865570068,0.3113544811706486,0.31341583164329256,0.3123851564069706,0.5063708024219294,0.38569511025886866,0,0.4137299255432411,0.38678401562880854,0.0
1.0189409255981445,0.3113544811706486,0.31341583164329256,0.3123851564069706,0.5063708024219294,0.38569511025886866,0,0.4137299255432411,0.38678401562880854,0.0
1.0369336605072021,0.3113544811706486,0.31341583164329256,0.3123851564069706,0.5063708024219294,0.38569511025886866,0,0.4137299255432411,0.38678401562880854,0.0
1.1083238124847412,0.3099281022666465,0.31244442112924437,0.31118626169794544,0.5241043883500223,0.42061161534635083,0,0.4216996664395233,0.3927097511246673,0.0
1.1267905235290527,0.3099281022666465,0.31244442112924437,0.31118626169794544,0.5241043883500223,0.42061161534635083,0,0.4216996664395233,0.3927097511246673,0.0
1.1477997303009033,0.3099281022666465,0.31244442112924437,0.31118626169794544,0.5241043883500223,0.42061161534635083,0,0.4216996664395233,0.3927097511246673,0.0
1.1673126220703125,0.3099281022666465,0.31244442112924437,0.31118626169794544,0.5241043883500223,0.42061161534635083,0,0.4216996664395233,0.3927097511246673,0.0
1.2344465255737305,0.3054353136158766,0.30221465906126455,0.3038249863385706,0.5298090823806008,0.44876352028261907,0,0.42258587541088183,0.39825751390627073,0.0
1.252687931060791,0.3054353136158766,0.30221465906126455,0.3038249863385706,0.5298090823806008,0.44876352028261907,0,0.42258587541088183,0.39825751390627073,0.0
1.270655632019043,0.3054353136158766,0.30221465906126455,0.3038249863385706,0.5298090823806008,0.44876352028261907,0,0.42258587541088183,0.39825751390627073,0.0
1.2891480922698975,0.3054353136158766,0.30221465906126455,0.3038249863385706,0.5298090823806008,0.44876352028261907,0,0.42258587541088183,0.39825751390627073,0.0
1.3087458610534668,0.32385882264406246,0.312046937686655,0.3179528801653587,0.563864502100806,0.5016726543399901,0,0.47539199514311303,0.4439406486295698,0.0
1.3264245986938477,0.32385882264406246,0.312046937686655,0.3179528801653587,0.563864502100806,0.5016726543399901,0,0.47539199514311303,0.4439406486295698,0.0
1.379819393157959,0.3054302698864886,0.3019673521884498,0.3036988110374692,0.5906794497161006,0.5167700531405204,0,0.4509678956247811,0.41910322687382306,0.0
1.397721529006958,0.3054302698864886,0.3019673521884498,0.3036988110374692,0.5906794497161006,0.5167700531405204,0,0.4509678956247811,0.41910322687382306,0.0
1.4404206275939941,0.3097237220796982,0.3066104246823621,0.30816707338103017,0.5809875607906341,0.5060550322446976,0,0.4624222150839202,0.43481523524692606,0.0
1.4595091342926025,0.3097237220796982,0.3066104246823621,0.30816707338103017,0.5809875607906341,0.5060550322446976,0,0.4624222150839202,0.43481523524692606,0.0
1.504558801651001,0.3077360981338823,0.3052831741273342,0.3065096361306082,0.5835826153125637,0.5195195665321418,0,0.44734479861033266,0.4176252076415681,0.0
1.52425217628479,0.3077360981338823,0.3052831741273342,0.3065096361306082,0.5835826153125637,0.5195195665321418,0,0.44734479861033266,0.4176252076415681,0.0
1.5709824562072754,0.30822672072530094,0.3019934074486231,0.305110064086962,0.563699334326746,0.5034860857256496,0,0.45123623606968527,0.42233457308801164,0.0
1.5879364013671875,0.30822672072530094,0.3019934074486231,0.305110064086962,0.563699334326746,0.5034860857256496,0,0.45123623606968527,0.42233457308801164,0.0
1.6330900192260742,0.31222412384602083,0.3067937127381134,0.3095089182920671,0.5749275265642166,0.5028105606229485,0,0.4609177641649341,0.4339732005864503,0.0
1.6520795822143555,0.31222412384602083,0.3067937127381134,0.3095089182920671,0.5749275265642166,0.5028105606229485,0,0.4609177641649341,0.4339732005864503,0.0
1.7139978408813477,0.316334754481017,0.31377410124852123,0.3150544278647691,0.5809093688268256,0.5087240379062983,0,0.4658631473916326,0.43688573299267686,0.0
1.7311668395996094,0.316334754481017,0.31377410124852123,0.3150544278647691,0.5809093688268256,0.5087240379062983,0,0.4658631473916326,0.43688573299267686,0.0
1.7794365882873535,0.313232117436746,0.30993001418113175,0.31158106580893885,0.5754360882826707,0.507394281545591,0,0.44649069532835567,0.41727164469535877,0.0
1.7976388931274414,0.313232117436746,0.30993001418113175,0.31158106580893885,0.5754360882826707,0.507394281545591,0,0.44649069532835567,0.41727164469535877,0.0
1.8400976657867432,0.31646576915811137,0.3082457145079999,0.31235574183305564,0.55941709535318,0.5113126490840412,0,0.4503670254373051,0.42252141559857725,0.0
1.8583283424377441,0.31646576915811137,0.3082457145079999,0.31235574183305564,0.55941709535318,0.5113126490840412,0,0.4503670254373051,0.42252141559857725,0.0
1.904038429260254,0.31292560320490487,0.30773791493153635,0.31033175906822064,0.5651653045377057,0.5089335566722502,0,0.4378178872034928,0.4131217863591462,0.0
1.9222426414489746,0.31292560320490487,0.30773791493153635,0.31033175906822064,0.5651653045377057,0.5089335566722502,0,0.4378178872034928,0.4131217863591462,0.0
1.9688525199890137,0.28493694693725247,0.2779851885439768,0.28146106774061463,0.554354192402346,0.4922627609377571,0,0.49384279218814414,0.4647700116171175,0.0
1.9868481159210205,0.28493694693725247,0.2779851885439768,0.28146106774061463,0.554354192402346,0.4922627609377571,0,0.49384279218814414,0.4647700116171175,0.0
2.032742738723755,0.1124436999990726,0.11376359393456045,0.11310364696681652,0.5179202225698696,0.5024286773725296,0,0.3312851546805946,0.27481988079244835,0.0
2.0517613887786865,0.1124436999990726,0.11376359393456045,0.11310364696681652,0.5179202225698696,0.5024286773725296,0,0.3312851546805946,0.27481988079244835,0.0
2.1186676025390625,0.24907544650550398,0.2359785880640386,0.24252701728477127,0.56182473934545,0.4947323976734945,1,0.4083227220662027,0.36914712603313876,0.0
2.1376633644104004,0.24907544650550398,0.2359785880640386,0.24252701728477127,0.56182473934545,0.4947323976734945,0,0.4083227220662027,0.36914712603313876,0.0
2.175682783126831,0.28542005722501157,0.2653710310426731,0.2753955441338424,0.5646759593752386,0.49944422476089495,0,0.4358658407884584,0.39819979482557466,0.0
